Userid,User_os,90days_purchase_time,90days_per_purchase_price,90days_purchase_amount,90days_coupon_time,90days_coupon_ratio,Last_purchase_day,group,is_add
13822,Android,4,289,1156,3,0.75,23,实验组1,0
13823,Android,8,205,1640,5,0.625,53,实验组1,0
13824,iOS,3,157,471,1,0.333333333,79,实验组1,1
13825,iOS,17,168,2856,0,0.0,80,实验组1,0
13826,Android,1,145,145,0,0.0,78,实验组1,0
13827,Android,4,113,452,3,0.75,74,实验组1,0
13828,iOS,6,138,828,0,0.0,29,实验组1,1
13829,iOS,5,312,1560,3,0.6,23,实验组1,0
13830,Android,2,131,262,0,0.0,40,实验组1,0
13831,Android,2,73,146,0,0.0,47,实验组1,0
13832,Android,4,192,768,2,0.5,80,实验组1,0
13833,Android,5,131,655,0,0.0,24,实验组1,0
13834,Android,4,240,960,3,0.75,42,实验组1,0
13835,iOS,6,206,1236,2,0.333333333,62,实验组1,0
13836,Android,1,124,124,0,0.0,72,实验组1,0
13837,iOS,2,146,292,0,0.0,76,实验组1,1
13838,Android,1,100,100,0,0.0,79,实验组1,0
13839,iOS,2,124,248,2,1.0,18,实验组1,0
13840,Android,6,74,444,2,0.333333333,84,实验组1,0
13841,Android,3,136,408,2,0.666666667,55,实验组1,0
13842,iOS,17,192,3264,1,0.058823529,20,实验组1,0
13843,iOS,3,99,297,1,0.333333333,65,实验组1,0
13844,Android,3,184,552,0,0.0,60,实验组1,1
13845,Android,3,197,591,1,0.333333333,86,实验组1,1
13846,Android,2,146,292,1,0.5,23,实验组1,0
13847,Android,3,78,234,0,0.0,49,实验组1,0
13848,Android,6,80,480,0,0.0,30,实验组1,0
13849,iOS,3,148,444,2,0.666666667,42,实验组1,0
13850,iOS,2,154,308,1,0.5,50,实验组1,1
13851,Android,1,138,138,0,0.0,25,实验组1,0
13852,iOS,2,130,260,1,0.5,69,实验组1,0
13853,iOS,3,335,1005,2,0.666666667,23,实验组1,1
13854,iOS,6,115,690,3,0.5,8,实验组1,0
13855,Android,1,156,156,0,0.0,10,实验组1,1
13856,iOS,2,293,586,1,0.5,85,实验组1,1
13857,Android,3,144,432,0,0.0,88,实验组1,0
13858,iOS,1,106,106,0,0.0,41,实验组1,1
13859,Android,2,220,440,0,0.0,16,实验组1,1
13860,iOS,2,147,294,2,1.0,84,实验组1,0
13861,Android,2,103,206,1,0.5,26,实验组1,0
13862,Android,3,159,477,0,0.0,25,实验组1,1
13863,iOS,2,119,238,0,0.0,74,实验组1,0
13864,Android,2,148,296,2,1.0,76,实验组1,0
13865,Android,4,173,692,3,0.75,60,实验组1,0
13866,Android,9,133,1197,5,0.555555556,76,实验组1,0
13867,Android,9,126,1134,8,0.888888889,36,实验组1,0
13868,Android,1,150,150,0,0.0,52,实验组1,0
13869,Android,4,246,984,4,1.0,90,实验组1,0
13870,Android,2,259,518,1,0.5,34,实验组1,1
13871,Android,3,108,324,1,0.333333333,18,实验组1,0
13872,iOS,2,152,304,2,1.0,66,实验组1,1
13873,iOS,3,158,474,3,1.0,58,实验组1,1
13874,Android,3,195,585,0,0.0,76,实验组1,1
13875,Android,2,141,282,2,1.0,55,实验组1,0
13876,iOS,1,141,141,0,0.0,24,实验组1,0
13877,iOS,2,150,300,0,0.0,8,实验组1,0
13878,iOS,3,88,264,1,0.333333333,27,实验组1,0
13879,Android,4,170,680,2,0.5,84,实验组1,0
13880,iOS,5,75,375,3,0.6,57,实验组1,1
13881,Android,2,133,266,1,0.5,14,实验组1,0
13882,Android,3,110,330,2,0.666666667,41,实验组1,0
13883,iOS,5,185,925,2,0.4,63,实验组1,0
13884,Android,6,168,1008,0,0.0,72,实验组1,1
13885,Android,3,156,468,3,1.0,19,实验组1,1
13886,Android,2,233,466,1,0.5,33,实验组1,1
13887,Android,3,167,501,2,0.666666667,45,实验组1,1
13888,iOS,1,163,163,0,0.0,67,实验组1,1
13889,iOS,2,91,182,2,1.0,35,实验组1,0
13890,Android,5,167,835,2,0.4,73,实验组1,1
13891,Android,4,108,432,2,0.5,48,实验组1,0
13892,iOS,2,80,160,1,0.5,2,实验组1,0
13893,Android,3,195,585,1,0.333333333,90,实验组1,1
13894,iOS,2,121,242,2,1.0,80,实验组1,0
13895,Android,4,147,588,0,0.0,88,实验组1,0
13896,Android,3,183,549,1,0.333333333,16,实验组1,1
13897,iOS,2,215,430,0,0.0,42,实验组1,1
13898,iOS,2,121,242,2,1.0,60,实验组1,0
13899,iOS,3,161,483,1,0.333333333,23,实验组1,1
13900,iOS,2,164,328,1,0.5,41,实验组1,1
13901,Android,4,115,460,2,0.5,39,实验组1,1
13902,iOS,2,299,598,2,1.0,83,实验组1,1
13903,Android,8,124,992,6,0.75,68,实验组1,0
13904,iOS,8,173,1384,4,0.5,57,实验组1,0
13905,iOS,1,119,119,0,0.0,36,实验组1,1
13906,Android,3,150,450,0,0.0,80,实验组1,0
13907,iOS,2,142,284,2,1.0,49,实验组1,0
13908,iOS,2,119,238,1,0.5,73,实验组1,0
13909,iOS,11,137,1507,2,0.181818182,1,实验组1,1
13910,iOS,2,102,204,1,0.5,36,实验组1,1
13911,Android,3,97,291,2,0.666666667,23,实验组1,0
13912,Android,4,98,392,2,0.5,20,实验组1,0
13913,iOS,1,330,330,0,0.0,30,实验组1,1
13914,iOS,1,317,317,0,0.0,15,实验组1,1
13915,iOS,1,37,37,0,0.0,71,实验组1,0
13916,Android,1,212,212,0,0.0,59,实验组1,1
13917,Android,1,241,241,0,0.0,80,实验组1,1
13918,Android,4,222,888,3,0.75,80,实验组1,1
13919,Android,11,143,1573,2,0.181818182,5,实验组1,0
13920,iOS,3,97,291,2,0.666666667,8,实验组1,0
13921,iOS,1,84,84,0,0.0,28,实验组1,0
13922,iOS,2,88,176,0,0.0,59,实验组1,0
13923,Android,2,66,132,2,1.0,73,实验组1,0
13924,iOS,1,136,136,0,0.0,76,实验组1,0
13925,Android,5,50,250,3,0.6,13,实验组1,0
13926,Android,5,132,660,4,0.8,13,实验组1,0
13927,iOS,1,83,83,0,0.0,48,实验组1,0
13928,iOS,5,202,1010,2,0.4,44,实验组1,0
13929,iOS,8,94,752,6,0.75,24,实验组1,0
13930,Android,10,204,2040,5,0.5,78,实验组1,0
13931,Android,20,257,5140,12,0.6,73,实验组1,0
13932,iOS,1,328,328,0,0.0,77,实验组1,1
13933,iOS,20,46,920,9,0.45,62,实验组1,1
13934,Android,2,130,260,1,0.5,47,实验组1,0
13935,iOS,2,112,224,1,0.5,32,实验组1,0
13936,Android,3,142,426,0,0.0,15,实验组1,0
13937,Android,2,115,230,0,0.0,57,实验组1,0
13938,iOS,4,127,508,2,0.5,67,实验组1,0
13939,iOS,1,175,175,0,0.0,27,实验组1,1
13940,iOS,2,117,234,1,0.5,67,实验组1,0
13941,iOS,7,207,1449,2,0.285714286,15,实验组1,0
13942,Android,3,140,420,0,0.0,41,实验组1,0
13943,Android,3,137,411,2,0.666666667,87,实验组1,0
13944,Android,4,119,476,3,0.75,8,实验组1,0
13945,iOS,6,192,1152,1,0.166666667,81,实验组1,0
13946,Android,1,187,187,0,0.0,17,实验组1,1
13947,iOS,4,59,236,3,0.75,6,实验组1,1
13948,iOS,2,277,554,2,1.0,34,实验组1,1
13949,iOS,3,118,354,3,1.0,31,实验组1,0
13950,iOS,6,112,672,6,1.0,72,实验组1,0
13951,iOS,1,132,132,0,0.0,25,实验组1,0
13952,iOS,1,154,154,0,0.0,79,实验组1,1
13953,Android,1,56,56,0,0.0,90,实验组1,0
13954,iOS,2,168,336,2,1.0,33,实验组1,1
13955,Android,7,180,1260,2,0.285714286,26,实验组1,0
13956,Android,2,260,520,1,0.5,9,实验组1,1
13957,iOS,1,109,109,0,0.0,88,实验组1,0
13958,iOS,2,130,260,0,0.0,24,实验组1,1
13959,iOS,1,85,85,0,0.0,83,实验组1,1
13960,Android,1,125,125,0,0.0,80,实验组1,0
13961,iOS,4,83,332,0,0.0,62,实验组1,0
13962,Android,1,69,69,0,0.0,52,实验组1,0
13963,iOS,6,163,978,4,0.666666667,7,实验组1,0
13964,iOS,3,156,468,0,0.0,78,实验组1,1
13965,Android,3,196,588,1,0.333333333,22,实验组1,1
13966,Android,2,140,280,0,0.0,55,实验组1,0
13967,iOS,5,230,1150,4,0.8,3,实验组1,0
13968,Android,5,216,1080,0,0.0,19,实验组1,0
13969,Android,3,50,150,1,0.333333333,9,实验组1,0
13970,Android,4,94,376,0,0.0,66,实验组1,0
13971,Android,2,172,344,1,0.5,13,实验组1,1
13972,Android,4,116,464,3,0.75,17,实验组1,0
13973,iOS,2,121,242,2,1.0,67,实验组1,0
13974,iOS,3,195,585,2,0.666666667,55,实验组1,1
13975,Android,2,381,762,0,0.0,54,实验组1,1
13976,iOS,2,121,242,1,0.5,83,实验组1,0
13977,iOS,2,129,258,1,0.5,69,实验组1,0
13978,Android,4,185,740,1,0.25,53,实验组1,1
13979,iOS,7,122,854,3,0.428571429,17,实验组1,1
13980,Android,6,190,1140,5,0.833333333,63,实验组1,0
13981,Android,1,181,181,0,0.0,45,实验组1,1
13982,iOS,7,147,1029,2,0.285714286,39,实验组1,0
13983,Android,2,84,168,2,1.0,25,实验组1,0
13984,Android,4,144,576,2,0.5,48,实验组1,0
13985,Android,1,121,121,0,0.0,4,实验组1,0
13986,Android,3,149,447,2,0.666666667,59,实验组1,1
13987,Android,3,355,1065,1,0.333333333,44,实验组1,1
13988,iOS,1,112,112,0,0.0,28,实验组1,1
13989,iOS,4,106,424,2,0.5,27,实验组1,0
13990,Android,7,179,1253,1,0.142857143,39,实验组1,0
13991,Android,2,176,352,0,0.0,55,实验组1,1
13992,iOS,7,148,1036,6,0.857142857,71,实验组1,0
13993,Android,2,136,272,0,0.0,88,实验组1,0
13994,iOS,5,133,665,3,0.6,8,实验组1,0
13995,Android,1,314,314,0,0.0,4,实验组1,1
13996,Android,15,188,2820,8,0.533333333,34,实验组1,1
13997,Android,8,259,2072,0,0.0,4,实验组1,0
13998,Android,2,189,378,1,0.5,67,实验组1,1
13999,Android,1,202,202,0,0.0,89,实验组1,1
14000,Android,3,95,285,2,0.666666667,37,实验组1,0
14001,Android,1,148,148,0,0.0,3,实验组1,0
14002,iOS,4,268,1072,2,0.5,51,实验组1,0
14003,iOS,4,256,1024,4,1.0,16,实验组1,0
14004,iOS,1,70,70,0,0.0,23,实验组1,0
14005,Android,6,162,972,2,0.333333333,37,实验组1,0
14006,Android,5,120,600,4,0.8,77,实验组1,0
14007,Android,5,149,745,5,1.0,49,实验组1,0
14008,Android,3,179,537,0,0.0,36,实验组1,1
14009,Android,1,216,216,0,0.0,32,实验组1,1
14010,Android,5,144,720,0,0.0,41,实验组1,0
14011,Android,2,109,218,0,0.0,77,实验组1,0
14012,iOS,1,206,206,0,0.0,33,实验组1,1
14013,Android,7,161,1127,6,0.857142857,83,实验组1,0
14014,iOS,12,155,1860,3,0.25,89,实验组1,0
14015,iOS,3,257,771,0,0.0,59,实验组1,1
14016,Android,12,84,1008,9,0.75,46,实验组1,0
14017,Android,3,162,486,2,0.666666667,17,实验组1,1
14018,iOS,2,94,188,2,1.0,65,实验组1,0
14019,iOS,2,261,522,2,1.0,10,实验组1,0
14020,Android,9,115,1035,2,0.222222222,80,实验组1,0
14021,Android,2,92,184,0,0.0,83,实验组1,0
14022,iOS,5,148,740,2,0.4,15,实验组1,0
14023,Android,2,174,348,0,0.0,3,实验组1,1
14024,Android,2,137,274,0,0.0,76,实验组1,0
14025,Android,6,106,636,2,0.333333333,3,实验组1,0
14026,iOS,2,113,226,0,0.0,57,实验组1,0
14027,iOS,2,81,162,1,0.5,25,实验组1,0
14028,iOS,6,63,378,0,0.0,87,实验组1,0
14029,Android,8,145,1160,5,0.625,2,实验组1,0
14030,Android,4,126,504,1,0.25,47,实验组1,0
14031,iOS,2,205,410,0,0.0,64,实验组1,1
14032,iOS,2,295,590,2,1.0,12,实验组1,1
14033,iOS,3,101,303,2,0.666666667,8,实验组1,0
14034,Android,3,109,327,1,0.333333333,59,实验组1,0
14035,iOS,1,322,322,0,0.0,66,实验组1,1
14036,iOS,5,78,390,3,0.6,39,实验组1,1
14037,Android,3,259,777,2,0.666666667,6,实验组1,1
14038,Android,1,189,189,0,0.0,55,实验组1,1
14039,Android,1,220,220,0,0.0,51,实验组1,1
14040,iOS,2,287,574,2,1.0,23,实验组1,1
14041,Android,3,175,525,2,0.666666667,51,实验组1,1
14042,Android,10,73,730,1,0.1,89,实验组1,0
14043,iOS,3,206,618,3,1.0,25,实验组1,1
14044,Android,2,188,376,2,1.0,5,实验组1,1
14045,iOS,3,195,585,0,0.0,59,实验组1,1
14046,iOS,2,181,362,0,0.0,27,实验组1,1
14047,Android,3,97,291,0,0.0,24,实验组1,1
14048,Android,4,117,468,3,0.75,85,实验组1,0
14049,Android,6,205,1230,3,0.5,14,实验组1,0
14050,Android,3,179,537,0,0.0,90,实验组1,1
14051,Android,9,89,801,4,0.444444444,27,实验组1,0
14052,Android,5,172,860,4,0.8,34,实验组1,1
14053,iOS,2,138,276,2,1.0,15,实验组1,0
14054,iOS,13,202,2626,2,0.153846154,81,实验组1,0
14055,Android,3,75,225,0,0.0,37,实验组1,0
14056,iOS,2,207,414,0,0.0,37,实验组1,1
14057,Android,9,95,855,1,0.111111111,34,实验组1,0
14058,iOS,12,183,2196,12,1.0,28,实验组1,0
14059,iOS,3,174,522,2,0.666666667,23,实验组1,1
14060,iOS,2,85,170,0,0.0,75,实验组1,1
14061,Android,2,151,302,0,0.0,6,实验组1,1
14062,iOS,4,158,632,1,0.25,50,实验组1,0
14063,Android,7,166,1162,6,0.857142857,29,实验组1,0
14064,iOS,4,101,404,2,0.5,24,实验组1,0
14065,iOS,3,64,192,2,0.666666667,48,实验组1,1
14066,iOS,8,62,496,3,0.375,41,实验组1,0
14067,iOS,2,165,330,2,1.0,12,实验组1,1
14068,iOS,6,242,1452,4,0.666666667,11,实验组1,0
14069,Android,2,183,366,1,0.5,42,实验组1,1
14070,Android,4,305,1220,2,0.5,79,实验组1,0
14071,iOS,3,313,939,1,0.333333333,13,实验组1,1
14072,iOS,3,114,342,2,0.666666667,48,实验组1,0
14073,iOS,2,174,348,2,1.0,28,实验组1,1
14074,iOS,7,82,574,3,0.428571429,55,实验组1,0
14075,Android,2,102,204,0,0.0,87,实验组1,0
14076,iOS,2,47,94,0,0.0,23,实验组1,0
14077,Android,12,137,1644,10,0.833333333,10,实验组1,0
14078,iOS,5,126,630,3,0.6,38,实验组1,0
14079,Android,1,139,139,0,0.0,55,实验组1,0
14080,iOS,2,357,714,0,0.0,31,实验组1,1
14081,iOS,1,104,104,0,0.0,31,实验组1,0
14082,Android,1,130,130,0,0.0,4,实验组1,0
14083,iOS,1,216,216,0,0.0,80,实验组1,1
14084,iOS,2,197,394,1,0.5,46,实验组1,1
14085,iOS,1,194,194,0,0.0,56,实验组1,1
14086,Android,3,117,351,2,0.666666667,70,实验组1,1
14087,iOS,1,108,108,0,0.0,61,实验组1,0
14088,iOS,3,97,291,0,0.0,71,实验组1,0
14089,Android,2,177,354,1,0.5,4,实验组1,1
14090,Android,8,114,912,3,0.375,60,实验组1,0
14091,Android,7,188,1316,0,0.0,9,实验组1,0
14092,iOS,5,117,585,0,0.0,70,实验组1,1
14093,iOS,2,245,490,2,1.0,79,实验组1,1
14094,iOS,11,138,1518,1,0.090909091,52,实验组1,0
14095,Android,1,118,118,0,0.0,11,实验组1,0
14096,iOS,1,138,138,0,0.0,70,实验组1,0
14097,iOS,3,187,561,0,0.0,53,实验组1,1
14098,Android,13,94,1222,1,0.076923077,49,实验组1,0
14099,Android,2,184,368,1,0.5,44,实验组1,1
14100,Android,2,116,232,1,0.5,2,实验组1,0
14101,Android,1,84,84,0,0.0,89,实验组1,0
14102,Android,5,224,1120,0,0.0,43,实验组1,0
14103,iOS,5,164,820,2,0.4,37,实验组1,0
14104,Android,5,61,305,0,0.0,42,实验组1,0
14105,iOS,2,101,202,1,0.5,79,实验组1,0
14106,iOS,2,68,136,1,0.5,52,实验组1,0
14107,Android,1,141,141,0,0.0,86,实验组1,0
14108,Android,3,126,378,2,0.666666667,11,实验组1,0
14109,Android,1,177,177,0,0.0,28,实验组1,1
14110,iOS,1,143,143,0,0.0,30,实验组1,0
14111,Android,2,292,584,2,1.0,25,实验组1,0
14112,Android,2,200,400,2,1.0,43,实验组1,1
14113,Android,2,196,392,0,0.0,51,实验组1,1
14114,Android,4,254,1016,0,0.0,48,实验组1,0
14115,Android,3,94,282,2,0.666666667,26,实验组1,0
14116,iOS,2,101,202,1,0.5,17,实验组1,0
14117,iOS,3,204,612,0,0.0,25,实验组1,1
14118,iOS,1,151,151,0,0.0,24,实验组1,1
14119,Android,3,128,384,2,0.666666667,14,实验组1,0
14120,Android,3,160,480,2,0.666666667,44,实验组1,1
14121,Android,1,135,135,0,0.0,32,实验组1,0
14122,iOS,5,215,1075,2,0.4,65,实验组1,0
14123,Android,1,254,254,0,0.0,31,实验组1,0
14124,Android,3,164,492,0,0.0,75,实验组1,1
14125,Android,6,211,1266,5,0.833333333,8,实验组1,0
14126,iOS,5,218,1090,5,1.0,66,实验组1,1
14127,Android,3,192,576,2,0.666666667,14,实验组1,1
14128,iOS,2,171,342,1,0.5,51,实验组1,1
14129,Android,5,282,1410,2,0.4,69,实验组1,0
14130,iOS,4,119,476,2,0.5,30,实验组1,0
14131,iOS,2,149,298,0,0.0,43,实验组1,0
14132,iOS,2,72,144,2,1.0,83,实验组1,0
14133,Android,1,104,104,0,0.0,22,实验组1,0
14134,Android,3,89,267,2,0.666666667,28,实验组1,0
14135,iOS,3,109,327,3,1.0,42,实验组1,1
14136,iOS,6,220,1320,0,0.0,12,实验组1,0
14137,Android,3,71,213,0,0.0,11,实验组1,0
14138,Android,7,163,1141,2,0.285714286,60,实验组1,1
14139,iOS,2,107,214,1,0.5,32,实验组1,0
14140,Android,6,76,456,5,0.833333333,43,实验组1,0
14141,Android,2,135,270,1,0.5,39,实验组1,0
14142,Android,5,125,625,3,0.6,89,实验组1,0
14143,Android,1,186,186,0,0.0,63,实验组1,1
14144,iOS,3,180,540,2,0.666666667,89,实验组1,1
14145,Android,1,158,158,0,0.0,45,实验组1,1
14146,Android,2,165,330,0,0.0,1,实验组1,1
14147,iOS,4,181,724,2,0.5,78,实验组1,0
14148,iOS,2,191,382,0,0.0,10,实验组1,1
14149,Android,1,173,173,0,0.0,89,实验组1,1
14150,Android,5,148,740,2,0.4,46,实验组1,0
14151,Android,3,117,351,2,0.666666667,7,实验组1,0
14152,Android,2,84,168,1,0.5,44,实验组1,1
14153,iOS,3,161,483,0,0.0,85,实验组1,1
14154,iOS,17,283,4811,0,0.0,60,实验组1,0
14155,iOS,6,194,1164,3,0.5,5,实验组1,0
14156,Android,6,102,612,0,0.0,62,实验组1,1
14157,Android,4,108,432,1,0.25,43,实验组1,0
14158,Android,3,200,600,2,0.666666667,21,实验组1,1
14159,Android,1,65,65,0,0.0,67,实验组1,0
14160,iOS,2,140,280,2,1.0,5,实验组1,0
14161,iOS,2,269,538,1,0.5,11,实验组1,1
14162,Android,1,131,131,0,0.0,43,实验组1,0
14163,iOS,1,241,241,0,0.0,56,实验组1,1
14164,Android,1,279,279,0,0.0,9,实验组1,1
14165,Android,3,96,288,2,0.666666667,88,实验组1,0
14166,iOS,5,127,635,2,0.4,41,实验组1,0
14167,Android,6,112,672,0,0.0,40,实验组1,0
14168,Android,4,134,536,4,1.0,49,实验组1,0
14169,iOS,1,178,178,0,0.0,27,实验组1,1
14170,Android,1,96,96,0,0.0,29,实验组1,0
14171,Android,1,209,209,0,0.0,7,实验组1,1
14172,iOS,1,297,297,0,0.0,78,实验组1,1
14173,Android,1,221,221,0,0.0,51,实验组1,1
14174,iOS,2,206,412,2,1.0,46,实验组1,1
14175,Android,1,78,78,0,0.0,31,实验组1,0
14176,iOS,3,200,600,0,0.0,83,实验组1,1
14177,iOS,2,304,608,0,0.0,48,实验组1,1
14178,iOS,3,59,177,2,0.666666667,10,实验组1,0
14179,Android,6,179,1074,3,0.5,12,实验组1,0
14180,iOS,1,100,100,0,0.0,25,实验组1,0
14181,iOS,4,112,448,2,0.5,8,实验组1,1
14182,iOS,3,177,531,2,0.666666667,63,实验组1,1
14183,iOS,2,297,594,1,0.5,78,实验组1,1
14184,iOS,5,212,1060,0,0.0,48,实验组1,0
14185,Android,5,93,465,3,0.6,9,实验组1,0
14186,Android,1,96,96,0,0.0,57,实验组1,1
14187,Android,2,149,298,1,0.5,32,实验组1,0
14188,Android,3,242,726,1,0.333333333,23,实验组1,1
14189,Android,2,82,164,2,1.0,67,实验组1,0
14190,Android,4,116,464,2,0.5,27,实验组1,0
14191,Android,3,518,1554,0,0.0,56,实验组1,1
14192,iOS,10,219,2190,0,0.0,88,实验组1,0
14193,Android,1,193,193,0,0.0,30,实验组1,1
14194,iOS,2,118,236,1,0.5,20,实验组1,0
14195,iOS,1,84,84,0,0.0,26,实验组1,0
14196,Android,4,163,652,2,0.5,21,实验组1,0
14197,iOS,1,61,61,0,0.0,32,实验组1,0
14198,iOS,3,317,951,3,1.0,54,实验组1,1
14199,iOS,2,252,504,1,0.5,51,实验组1,1
14200,iOS,2,144,288,0,0.0,8,实验组1,0
14201,Android,1,290,290,0,0.0,73,实验组1,1
14202,Android,2,103,206,1,0.5,27,实验组1,0
14203,Android,6,479,2874,0,0.0,86,实验组1,0
14204,Android,3,142,426,0,0.0,40,实验组1,0
14205,Android,4,170,680,3,0.75,69,实验组1,0
14206,Android,9,255,2295,3,0.333333333,53,实验组1,0
14207,Android,3,219,657,1,0.333333333,30,实验组1,0
14208,Android,2,191,382,0,0.0,89,实验组1,1
14209,Android,4,173,692,0,0.0,6,实验组1,0
14210,Android,2,155,310,2,1.0,81,实验组1,1
14211,iOS,2,75,150,0,0.0,35,实验组1,0
14212,Android,1,142,142,0,0.0,87,实验组1,0
14213,iOS,5,113,565,2,0.4,86,实验组1,0
14214,iOS,2,129,258,2,1.0,7,实验组1,0
14215,iOS,3,150,450,2,0.666666667,20,实验组1,0
14216,iOS,1,284,284,0,0.0,88,实验组1,1
14217,Android,4,238,952,0,0.0,86,实验组1,0
14218,iOS,2,163,326,2,1.0,34,实验组1,1
14219,Android,2,272,544,1,0.5,4,实验组1,1
14220,Android,5,161,805,2,0.4,63,实验组1,0
14221,iOS,5,121,605,0,0.0,70,实验组1,0
14222,Android,3,36,108,2,0.666666667,81,实验组1,0
14223,iOS,1,111,111,0,0.0,79,实验组1,0
14224,iOS,22,179,3938,18,0.818181818,58,实验组1,0
14225,Android,9,128,1152,3,0.333333333,85,实验组1,0
14226,Android,5,211,1055,0,0.0,58,实验组1,0
14227,iOS,2,252,504,2,1.0,1,实验组1,1
14228,Android,3,59,177,1,0.333333333,55,实验组1,1
14229,Android,2,152,304,2,1.0,18,实验组1,1
14230,Android,7,134,938,3,0.428571429,10,实验组1,1
14231,iOS,3,68,204,3,1.0,74,实验组1,0
14232,iOS,2,240,480,1,0.5,72,实验组1,1
14233,Android,2,154,308,2,1.0,59,实验组1,1
14234,Android,6,164,984,5,0.833333333,28,实验组1,1
14235,Android,8,373,2984,2,0.25,26,实验组1,0
14236,Android,8,145,1160,4,0.5,90,实验组1,0
14237,Android,5,238,1190,2,0.4,6,实验组1,0
14238,iOS,2,293,586,2,1.0,38,实验组1,1
14239,Android,1,95,95,0,0.0,16,实验组1,0
14240,iOS,3,276,828,1,0.333333333,48,实验组1,1
14241,Android,3,105,315,2,0.666666667,39,实验组1,0
14242,iOS,3,75,225,2,0.666666667,44,实验组1,0
14243,Android,3,151,453,1,0.333333333,46,实验组1,1
14244,iOS,1,105,105,0,0.0,30,实验组1,0
14245,Android,4,215,860,0,0.0,19,实验组1,0
14246,iOS,4,180,720,2,0.5,46,实验组1,0
14247,iOS,4,150,600,3,0.75,10,实验组1,1
14248,iOS,5,226,1130,5,1.0,9,实验组1,0
14249,iOS,4,107,428,2,0.5,86,实验组1,0
14250,iOS,2,136,272,1,0.5,53,实验组1,0
14251,iOS,3,133,399,3,1.0,24,实验组1,0
14252,Android,3,194,582,0,0.0,82,实验组1,1
14253,iOS,3,210,630,3,1.0,79,实验组1,1
14254,Android,5,84,420,4,0.8,77,实验组1,0
14255,Android,4,205,820,2,0.5,50,实验组1,0
14256,Android,12,132,1584,0,0.0,55,实验组1,0
14257,Android,13,158,2054,11,0.846153846,21,实验组1,1
14258,Android,3,135,405,0,0.0,35,实验组1,0
14259,iOS,1,212,212,0,0.0,18,实验组1,1
14260,iOS,6,113,678,5,0.833333333,79,实验组1,0
14261,iOS,2,121,242,1,0.5,53,实验组1,0
14262,Android,2,240,480,1,0.5,77,实验组1,1
14263,iOS,2,83,166,2,1.0,28,实验组1,0
14264,iOS,2,117,234,1,0.5,74,实验组1,0
14265,iOS,4,153,612,3,0.75,78,实验组1,1
14266,iOS,1,156,156,0,0.0,86,实验组1,1
14267,iOS,1,166,166,0,0.0,23,实验组1,1
14268,Android,3,270,810,2,0.666666667,21,实验组1,1
14269,iOS,4,114,456,4,1.0,64,实验组1,0
14270,Android,4,227,908,0,0.0,81,实验组1,0
14271,Android,2,194,388,2,1.0,74,实验组1,1
14272,Android,1,132,132,0,0.0,3,实验组1,0
14273,Android,2,88,176,1,0.5,48,实验组1,0
14274,Android,3,264,792,0,0.0,73,实验组1,1
14275,iOS,8,73,584,1,0.125,21,实验组1,1
14276,iOS,1,85,85,0,0.0,86,实验组1,0
14277,iOS,2,91,182,0,0.0,88,实验组1,1
14278,Android,1,187,187,0,0.0,26,实验组1,1
14279,iOS,1,215,215,0,0.0,75,实验组1,1
14280,iOS,5,179,895,2,0.4,49,实验组1,0
14281,Android,4,184,736,3,0.75,35,实验组1,1
14282,Android,4,151,604,0,0.0,58,实验组1,1
14283,Android,5,216,1080,3,0.6,3,实验组1,0
14284,Android,2,110,220,2,1.0,43,实验组1,0
14285,iOS,2,77,154,1,0.5,54,实验组1,1
14286,Android,13,248,3224,7,0.538461538,47,实验组1,0
14287,Android,2,195,390,1,0.5,26,实验组1,1
14288,iOS,5,186,930,3,0.6,31,实验组1,0
14289,iOS,3,109,327,3,1.0,26,实验组1,0
14290,Android,1,186,186,0,0.0,55,实验组1,1
14291,iOS,1,128,128,0,0.0,60,实验组1,0
14292,Android,2,236,472,0,0.0,36,实验组1,1
14293,Android,6,90,540,0,0.0,65,实验组1,1
14294,iOS,5,300,1500,0,0.0,10,实验组1,0
14295,iOS,5,50,250,0,0.0,11,实验组1,0
14296,Android,1,355,355,0,0.0,69,实验组1,0
14297,Android,8,161,1288,0,0.0,64,实验组1,1
14298,Android,1,137,137,0,0.0,8,实验组1,0
14299,iOS,3,129,387,0,0.0,41,实验组1,0
14300,Android,3,83,249,3,1.0,77,实验组1,0
14301,Android,2,146,292,2,1.0,11,实验组1,0
14302,Android,7,92,644,0,0.0,31,实验组1,1
14303,Android,2,144,288,2,1.0,75,实验组1,0
14304,Android,1,202,202,0,0.0,28,实验组1,1
14305,iOS,3,114,342,2,0.666666667,34,实验组1,0
14306,Android,2,133,266,0,0.0,37,实验组1,1
14307,Android,29,93,2697,2,0.068965517,2,实验组1,0
14308,Android,4,114,456,3,0.75,76,实验组1,0
14309,Android,2,268,536,2,1.0,11,实验组1,1
14310,iOS,1,132,132,0,0.0,73,实验组1,0
14311,iOS,1,113,113,0,0.0,81,实验组1,0
14312,iOS,1,170,170,0,0.0,29,实验组1,1
14313,Android,3,113,339,3,1.0,15,实验组1,0
14314,Android,7,375,2625,3,0.428571429,35,实验组1,0
14315,iOS,6,110,660,2,0.333333333,21,实验组1,0
14316,iOS,3,146,438,2,0.666666667,58,实验组1,0
14317,iOS,2,253,506,0,0.0,80,实验组1,1
14318,Android,3,200,600,2,0.666666667,78,实验组1,1
